token,log_name,label,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
346855a3e0115ac3,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
346d763777e85cd3,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.8597258587921004,1.0,1.0,1.0,0.9415524411633752
34bf46975f2f5276,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.9292430986224254,1.0,1.0,1.0,0.9705179577593439
34ccd8a9f6eb525f,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9079338497281139,1.0,1.0,1.0,0.9616391040533808
34d91cf9391650ff,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3540468e063052d2,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.746767963095751,1.0,1.0,1.0,0.8944866512898962
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
35f9bb7297745ff8,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
35fa5b32dd805853,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.7890671826566491,1.0,1.0,1.0,0.912111326106937
3670adfe926f58a0,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.7251219121834531,1.0,1.0,1.0,0.8854674634097721
367be156a8a05da3,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36a87f95e5a05e75,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9917653455845419,1.0,1.0,1.0,0.9965688939935591
36a8cfb3a3f05f1d,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.7672633859366143,1.0,1.0,1.0,0.9030264108069227
36bae31710bc5917,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.6704275278788551,1.0,1.0,1.0,0.8626781366161896
36fd9bb68bca5db1,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.9409822412770351,1.0,1.0,1.0,0.9754092671987648
3746d6f474565ca0,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8243034841899913,1.0,1.0,1.0,0.9267931184124963
3756eb6991b05447,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
375752a086d35d43,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.827139539550108,1.0,1.0,1.0,0.9279748081458784
3797925f74955b28,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.9635813667932795,1.0,1.0,1.0,0.9848255694971998
37a37c6486205360,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
37b87186b6bd5777,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7474218466873115,1.0,1.0,1.0,0.8947591027863798
37c824c3fc615763,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.9357817584094112,1.0,1.0,1.0,0.9732423993372548
3847daeaf69250c1,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.7480371878771856,1.0,1.0,1.0,0.8950154949488273
3898b733bbd9584b,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38b30ef31fcf5fa7,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9056431993212872,1.0,1.0,1.0,0.9606846663838696
38c5e5d2250f5c35,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8841849750479135,1.0,1.0,1.0,0.9517437396032973
38ef1d6a2da75115,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.8421588047184524,1.0,1.0,1.0,0.9342328352993552
38fd20139a7c5e3b,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8614574936002986,1.0,1.0,0.0,0.9422739556667911
391be454a99b54ff,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8608769643078681,1.0,1.0,1.0,0.9420320684616117
39940790a4e65d88,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3998d00b80c55db4,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7258119570043963,1.0,1.0,1.0,0.8857549820851651
39b992f840615959,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39c553550c3a5111,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.977632374999728,1.0,1.0,1.0,0.9906801562498867
3a5d0b9a8778529e,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3a95ca3177bc57f0,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7837446411242954,1.0,1.0,1.0,0.9098936004684565
3b4b55afcacf553e,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.866805116667637,1.0,1.0,1.0,0.9445021319448488
3b6f237e05365dcf,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3bcde9ce94de5b6a,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.7248286152666352,1.0,1.0,1.0,0.8853452563610981
3c0e5824b0785582,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3c34952a5b2a549e,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3c6c773db2f558e5,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8734997918243537,1.0,1.0,1.0,0.947291579926814
3c7e47f60864523a,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.8632753413110721,1.0,1.0,1.0,0.9430313922129466
3cabdd7617765132,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
3d18f6f0700f5a7b,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d1c606df74c5140,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d2dfc0d66f65d40,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d62676b9d685b3a,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d6d3d1bfafd5c87,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d9a843bb43355c8,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3dd3b152b6a95c84,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.9039875310787192,1.0,1.0,1.0,0.959994804616133
3de980a9cef75550,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.9597609492701673,1.0,1.0,1.0,0.9832337288625697
3dee1555ce6f55fb,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
3df10ba27fc150ed,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3df6bd69748e51ec,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.6600252710366361,1.0,1.0,1.0,0.8583438629319318
3e0257f56dbc5db0,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3e34460024d45739,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
3e36bef4c12f5be7,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7594058048668869,1.0,1.0,1.0,0.8997524186945363
3e80032635bb59d8,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3e9b3b4c0fa85ceb,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3e9c4cca896a53f7,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3ea3416c97095653,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3eca216626d256b3,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3f037c2e281b5c8c,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.9150274924702896,1.0,1.0,1.0,0.9645947885292873
3f19c7116880578a,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3f1b608fff335993,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3f27444710fd5dfc,2021.08.31.11.47.30_veh-40_00919_01000,unfrozen_visual_step100,True,1.0,1.0,0.8580576952968935,1.0,1.0,1.0,0.9408573730403722
3f4ac4bbbdc05fba,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3f69fae28f2b5905,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3f83ff89a0b8508a,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9718688418385681,1.0,1.0,1.0,0.9882786840994034
3f84de43587e5aef,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.7978675682459246,1.0,1.0,1.0,0.9157781534358019
3f89da0001805a55,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.6494751794262411,1.0,1.0,1.0,0.8539479914276006
3fa2f81cff025162,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3fdaab2718695484,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.877204508550983,1.0,1.0,1.0,0.948835211896243
3fdb06fa757c5bc4,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3ff65804fed251f6,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7193241980416011,1.0,1.0,1.0,0.8830517491840005
400ad97140e45645,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
403a5dbfac5e5dc0,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
404cf17b53805018,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,0.7025221458315197,1.0,1.0,1.0,0.8760508940964665
405732349b21524a,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40d427a5bcb95ad2,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.8456296626226483,1.0,1.0,1.0,0.9356790260927701
40f9eae0b93e5fa4,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8552572645023314,1.0,1.0,1.0,0.9396905268759714
411704ad095950e8,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.7027803622321648,1.0,1.0,1.0,0.876158484263402
411aeffde8b7585c,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.7219608237648361,1.0,1.0,1.0,0.8841503432353482
4153f9fad2735b7d,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.8138702713953688,1.0,1.0,1.0,0.922445946414737
41c88af990a15d28,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41c8ecae08035b9f,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.854573836104628,1.0,1.0,1.0,0.939405765043595
4209beddef055db5,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.8224066828675463,1.0,1.0,1.0,0.9260027845281442
426ed461133659f6,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42ba979bc4555510,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
430bf2218f6454aa,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.6415974289613992,1.0,1.0,1.0,0.850665595400583
430e3153311b5792,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43344715c88b50bc,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.7523206936959449,1.0,1.0,1.0,0.896800289039977
433f5b72f4465952,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9207959386536264,1.0,1.0,1.0,0.9669983077723443
43780b9368175ad1,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
43a10e21990254ae,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.9049157910993544,1.0,1.0,1.0,0.9603815796247309
43ab1fa546f15565,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.8986868972175047,1.0,1.0,1.0,0.9577862071739602
43e443ef433256ae,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,0.9665540368497845,1.0,1.0,1.0,0.9860641820207435
4447336863e85fee,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7895658651912378,1.0,1.0,1.0,0.9123191104963491
44ff523a46c05629,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.74242699537725,1.0,1.0,1.0,0.8926779147405209
45024816c0275064,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.7463426083438438,1.0,1.0,1.0,0.8943094201432683
450824ec3ef35679,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9309923648134194,1.0,1.0,1.0,0.9712468186722581
450f27a1f39652ec,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
451111f6221956c4,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45141a99f80a5ca4,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7319083352567384,1.0,1.0,1.0,0.8882951396903076
451778af83945a84,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4531dcdda8b55e7e,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
454730f7ec7a53d5,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.6553505417162528,1.0,1.0,1.0,0.8563960590484386
455a180c084a5fe3,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
459f16faaa0e51bf,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.7637569960967184,1.0,1.0,1.0,0.9015654150402993
4654d4efac165b55,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
46f4df809f995260,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
473469a94bd255b5,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8797633473088208,1.0,1.0,1.0,0.9499013947120086
47520165cdf25645,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.8957613828826563,1.0,1.0,1.0,0.9565672428677735
4761f5676fad5760,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9126141837057516,1.0,1.0,1.0,0.9635892432107299
47758e53165b5478,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.7357650969061846,1.0,1.0,1.0,0.8899021237109103
47dd5e581cf559fd,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.9914062508891966,1.0,1.0,1.0,0.9964192712038319
4800b224fabb56f2,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.867491222960214,1.0,1.0,1.0,0.9447880095667558
486ae50490cf589c,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4876b61c929f5180,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.8816803287764875,1.0,1.0,1.0,0.9507001369902032
4878391796105da9,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7189432129086454,1.0,1.0,0.5,0.8828930053786023
48e72666aed858f6,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
48ed922936d85f0d,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.7903800362730972,1.0,1.0,1.0,0.9126583484471239
48fc3189008a5754,2021.08.31.11.47.30_veh-40_00919_01000,unfrozen_visual_step100,True,1.0,1.0,0.990185013588272,1.0,1.0,1.0,0.9959104223284466
48ff23d4f1d15802,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
490822629fe05bc3,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.839470437035852,1.0,1.0,1.0,0.9331126820982716
490c8875ae7a5f43,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492174f0a0be5e87,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49593af9450356f9,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49de524392295e5e,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4a0f91eff7365a83,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9906659019274213,1.0,1.0,1.0,0.996110792469759
4a55e5cc75c55276,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4a823fa4423e526b,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4aa20b4afd5d585e,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9547939056420437,1.0,1.0,1.0,0.9811641273508517
4ab41adbd94856a2,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.8632471997839453,1.0,1.0,1.0,0.9430196665766438
4ac26d15063b57c9,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b012a201ee458a0,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.8233800684011265,1.0,1.0,1.0,0.9264083618338027
4b0684256b7c514b,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9245662507389653,1.0,1.0,1.0,0.9685692711412356
4b0db1652aa857f0,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b20e22658c258a4,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b5083dbc8205fd4,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b66fd3a626b5be8,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b8081ab8642513d,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7189759814883512,1.0,1.0,1.0,0.8829066589534796
4b9cb144a34f517d,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.7445232167782883,1.0,1.0,1.0,0.8935513403242868
4bb5e84b73765d38,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4bc9550363e85b1a,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4c1205c3cd395ed2,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4c2f4189a319584d,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.6739202638955383,1.0,1.0,1.0,0.8641334432898077
4c353752376d5c25,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9270720147076057,1.0,1.0,1.0,0.9696133394615023
4c766faa415253e3,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.7895329747003499,1.0,1.0,1.0,0.9123054061251459
4c85b529b06d5b94,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.7461369126656041,1.0,1.0,1.0,0.8942237136106684
4c93ba429cab5645,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
4d0eb0b583f853ff,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.82897012710806,1.0,1.0,1.0,0.9287375529616916
4d0efac8ead15d25,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.9386479970412517,1.0,1.0,1.0,0.9744366654338549
4d134b35adf65ce9,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9822139129166791,1.0,1.0,1.0,0.9925891303819497
4d30b4c498505f32,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.9823158994232748,1.0,1.0,1.0,0.9926316247596979
4d3bbcab2f7e5b9c,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4d431311516d5e88,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4d492375c1705fc3,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
4d4d6e694a7f5712,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.733030350212995,1.0,1.0,1.0,0.8887626459220813
4d540daaddb15826,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.9437222045649237,1.0,1.0,1.0,0.9765509185687181
4dc05b556a2657fa,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.7343993888701636,1.0,1.0,1.0,0.8893330786959015
4dcfadf46bc25e5e,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.8222112058395648,1.0,1.0,1.0,0.9259213357664854
4e658bb5f80a5664,2021.07.16.22.40.23_veh-38_00204_00360,unfrozen_visual_step100,True,1.0,1.0,0.8828112262150584,1.0,1.0,1.0,0.9511713442562743
4e6d17912b905e9e,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
4e9c5280dadd5f24,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.875928081908451,1.0,1.0,1.0,0.9483033674618545
4f02764ce23c5c1d,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4f1bb67e8f4356a0,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4f3e703c35e05679,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
