token,log_name,label,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,setting,candidate,v2_training_reward
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate9,True,1.0,1.0,0.9502670738612865,1.0,1.0,1.0,0.9792779474422026,sde_0.05,9,0.9923538083238265
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate10,True,1.0,1.0,0.9533389959821252,1.0,1.0,1.0,0.9805579149925522,sde_0.05,10,0.993483623896036
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate11,True,1.0,1.0,0.9524422192663515,1.0,1.0,1.0,0.9801842580276464,sde_0.05,11,0.9931538003333217
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate12,True,1.0,1.0,0.9531690188498696,1.0,1.0,1.0,0.9804870911874457,sde_0.05,12,0.9934211083753335
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate13,True,1.0,1.0,0.9479922271276346,1.0,1.0,1.0,0.9783300946365144,sde_0.05,13,0.991517147378995
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate14,True,1.0,1.0,0.9583081760814453,0.0,1.0,1.0,0.5659617400339355,sde_0.05,14,0.9953112278640014
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,sde_0.05_candidate15,True,1.0,1.0,0.9477410859700803,1.0,1.0,1.0,0.9782254524875335,sde_0.05,15,0.9914247807175152
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate0,True,1.0,1.0,0.8397917666133553,1.0,1.0,1.0,0.9332465694222313,sde_0.05,0,0.942782773790484
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate1,True,1.0,1.0,0.839501863713919,1.0,1.0,1.0,0.9331257765474662,sde_0.05,1,0.9426792370406852
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate2,True,1.0,1.0,0.8354174191842298,1.0,1.0,1.0,0.9314239246600957,sde_0.05,2,0.9412205068515106
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate3,True,1.0,1.0,0.8319610082594812,1.0,1.0,1.0,0.9299837534414506,sde_0.05,3,0.9399860743783862
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate4,True,1.0,1.0,0.833870712249035,1.0,1.0,1.0,0.9307794634370978,sde_0.05,4,0.9406681115175124
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate5,True,1.0,1.0,0.8292035072375498,1.0,1.0,1.0,0.9288347946823124,sde_0.05,5,0.9390012525848392
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate6,True,1.0,1.0,0.8469487643133136,1.0,1.0,1.0,0.9362286517972139,sde_0.05,6,0.945338844397612
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate7,True,1.0,1.0,0.8355770706525678,1.0,1.0,1.0,0.9314904461052366,sde_0.05,7,0.94127752523306
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate8,True,1.0,1.0,0.8395955203076361,1.0,1.0,1.0,0.9331648001281817,sde_0.05,8,0.9427126858241558
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate9,True,1.0,1.0,0.8357204934525392,1.0,1.0,1.0,0.9315502056052246,sde_0.05,9,0.9413287476616211
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate10,True,1.0,1.0,0.8256875903065946,1.0,1.0,1.0,0.9273698292944145,sde_0.05,10,0.937745567966641
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate11,True,1.0,1.0,0.8347204244377295,1.0,1.0,1.0,0.9311335101823873,sde_0.05,11,0.940971580156332
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate12,True,1.0,1.0,0.827812019130819,1.0,1.0,1.0,0.9282550079711746,sde_0.05,12,0.9385042925467211
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate13,True,1.0,1.0,0.835811887627346,1.0,1.0,1.0,0.9315882865113941,sde_0.05,13,0.9413613884383378
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate14,True,1.0,1.0,0.8349150927251914,1.0,1.0,1.0,0.9312146219688296,sde_0.05,14,0.9410411045447111
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,sde_0.05_candidate15,True,1.0,1.0,0.8360523814068858,1.0,1.0,1.0,0.931688492252869,sde_0.05,15,0.9414472790738877
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate0,True,1.0,1.0,0.7402381180120583,1.0,1.0,1.0,0.8917658825050244,sde_0.05,0,0.9078618282584868
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate1,True,1.0,1.0,0.7416576031417988,1.0,1.0,1.0,0.8923573346424162,sde_0.05,1,0.9083700028594504
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate2,True,1.0,1.0,0.7430538818563802,1.0,1.0,1.0,0.8929391174401585,sde_0.05,2,0.9088698695813695
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate3,True,1.0,1.0,0.7455380106768466,1.0,1.0,1.0,0.8939741711153527,sde_0.05,3,0.9097591858169775
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate4,True,1.0,1.0,0.7436902389549821,1.0,1.0,1.0,0.8932042662312426,sde_0.05,4,0.9090976849405281
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate5,True,1.0,1.0,0.7441303337210939,1.0,1.0,1.0,0.8933876390504558,sde_0.05,5,0.9092552385333551
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate6,True,1.0,1.0,0.7455913640960966,1.0,1.0,1.0,0.8939964017067069,sde_0.05,6,0.9097782863006455
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate7,True,1.0,1.0,0.7450750947717063,1.0,1.0,1.0,0.8937812894882109,sde_0.05,7,0.909593462273669
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate8,True,1.0,1.0,0.7460193180303739,1.0,1.0,1.0,0.8941747158459892,sde_0.05,8,0.9099314934848742
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate9,True,1.0,1.0,0.7457607037581151,1.0,1.0,1.0,0.8940669598992147,sde_0.05,9,0.9098389097713466
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate10,True,1.0,1.0,0.743801898670387,1.0,1.0,1.0,0.8932507911126613,sde_0.05,10,0.9091376590340433
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate11,True,1.0,1.0,0.7459941783364352,1.0,1.0,1.0,0.8941642409735145,sde_0.05,11,0.9099224934934914
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate12,True,1.0,1.0,0.7414222797581235,1.0,1.0,1.0,0.8922592832325514,sde_0.05,12,0.9082857572663892
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate13,True,1.0,1.0,0.7484581656310173,1.0,1.0,1.0,0.8951909023462572,sde_0.05,13,0.9108045990780933
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate14,True,1.0,1.0,0.7442553081667443,1.0,1.0,1.0,0.8934397117361436,sde_0.05,14,0.9092999792902102
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,sde_0.05_candidate15,True,1.0,1.0,0.7453969062366766,1.0,1.0,1.0,0.8939153775986153,sde_0.05,15,0.9097086705343055
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate0,True,1.0,1.0,0.7680041631970124,1.0,1.0,1.0,0.9033350679987552,sde_0.05,0,0.917144343998933
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate1,True,1.0,1.0,0.7660919604654522,1.0,1.0,1.0,0.9025383168606051,sde_0.05,1,0.9164614144519473
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate2,True,1.0,1.0,0.7646873649956918,1.0,1.0,1.0,0.9019530687482048,sde_0.05,2,0.915959773212747
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate3,True,1.0,1.0,0.7739787842644797,1.0,1.0,1.0,0.9058244934435332,sde_0.05,3,0.9192781372373142
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate4,True,1.0,1.0,0.7653004629101781,1.0,1.0,1.0,0.9022085262125742,sde_0.05,4,0.916178736753635
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate5,True,1.0,1.0,0.7656603626177181,1.0,1.0,1.0,0.9023584844240492,sde_0.05,5,0.9163072723634708
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate6,True,1.0,1.0,0.768621019006936,1.0,1.0,1.0,0.90359209125289,sde_0.05,6,0.9173646496453343
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate7,True,1.0,1.0,0.7692001876508332,1.0,1.0,1.0,0.9038334115211805,sde_0.05,7,0.9175714955895833
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate8,True,1.0,1.0,0.7634489365907131,1.0,1.0,1.0,0.9014370569127971,sde_0.05,8,0.915517477353826
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate9,True,1.0,1.0,0.7689825400515427,1.0,1.0,1.0,0.903742725021476,sde_0.05,9,0.9174937643041223
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate10,True,1.0,1.0,0.773993652009055,1.0,1.0,1.0,0.9058306883371063,sde_0.05,10,0.9192834471460911
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate11,True,1.0,1.0,0.7659463309406606,1.0,1.0,1.0,0.9024776378919418,sde_0.05,11,0.9164094039073787
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate12,True,1.0,1.0,0.7712048705497476,1.0,1.0,1.0,0.9046686960623949,sde_0.05,12,0.918287453767767
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate13,True,1.0,1.0,0.764259868499702,1.0,1.0,1.0,0.9017749452082091,sde_0.05,13,0.9158070958927507
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate14,True,1.0,1.0,0.767783741757462,1.0,1.0,1.0,0.9032432257322759,sde_0.05,14,0.9170656220562365
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,sde_0.05_candidate15,True,1.0,1.0,0.768032293531445,1.0,1.0,1.0,0.9033467889714354,sde_0.05,15,0.9171543905469447
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate0,True,1.0,1.0,0.6946381941005232,1.0,1.0,1.0,0.8727659142085513,sde_0.05,0,0.8909422121787582
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate1,True,1.0,1.0,0.696192297786731,1.0,1.0,1.0,0.873413457411138,sde_0.05,1,0.8914972492095468
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate2,True,1.0,1.0,0.6919121287383643,1.0,1.0,1.0,0.8716300536409851,sde_0.05,2,0.8899686174065586
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate3,True,1.0,1.0,0.6887123410755828,1.0,1.0,1.0,0.8702968087814927,sde_0.05,3,0.8888258360984224
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate4,True,1.0,1.0,0.6928865746572299,1.0,1.0,1.0,0.8720360727738458,sde_0.05,4,0.8903166338061536
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate5,True,1.0,1.0,0.6958826900657217,1.0,1.0,1.0,0.8732844541940507,sde_0.05,5,0.8913866750234719
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate6,True,1.0,1.0,0.6963630413672508,1.0,1.0,1.0,0.8734846005696878,sde_0.05,6,0.8915582290597325
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate7,True,1.0,1.0,0.6903500478811853,1.0,1.0,1.0,0.8709791866171606,sde_0.05,7,0.8894107313861376
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate8,True,1.0,1.0,0.6929081373301615,1.0,1.0,1.0,0.8720450572209005,sde_0.05,8,0.8903243347607719
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate9,True,1.0,1.0,0.6926221108981274,1.0,1.0,1.0,0.8719258795408864,sde_0.05,9,0.890222182463617
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate10,True,1.0,1.0,0.6903070602947263,1.0,1.0,1.0,0.8709612751228026,sde_0.05,10,0.8893953786766879
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate11,True,1.0,1.0,0.6932882953190938,1.0,1.0,1.0,0.8722034563829557,sde_0.05,11,0.8904601054711049
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate12,True,1.0,1.0,0.6919758699350066,1.0,1.0,1.0,0.8716566124729194,sde_0.05,12,0.8899913821196452
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate13,True,1.0,1.0,0.6871090471858805,1.0,1.0,1.0,0.8696287696607836,sde_0.05,13,0.8882532311378145
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate14,True,1.0,1.0,0.6921115771135655,1.0,1.0,1.0,0.8717131571306522,sde_0.05,14,0.8900398489691305
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,sde_0.05_candidate15,True,1.0,1.0,0.6937195615889091,1.0,1.0,1.0,0.8723831506620455,sde_0.05,15,0.8906141291388961
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,0,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,1,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,2,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,3,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,4,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,5,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,6,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,7,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,8,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,9,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate10,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,10,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate11,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,11,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate12,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,12,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate13,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,13,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate14,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,14,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,sde_0.05_candidate15,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sde_0.05,15,1.0
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate0,True,1.0,1.0,0.7954861945739322,1.0,1.0,1.0,0.9147859144058051,sde_0.05,0,0.9269593552049759
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate1,True,1.0,1.0,0.7993674841516322,1.0,1.0,1.0,0.9164031183965134,sde_0.05,1,0.9283455300541544
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate2,True,1.0,1.0,0.7950379601903345,1.0,1.0,1.0,0.9145991500793059,sde_0.05,2,0.926799271496548
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate3,True,1.0,1.0,0.7983633132612877,1.0,1.0,1.0,0.9159847138588698,sde_0.05,3,0.927986897593317
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate4,True,1.0,1.0,0.7909795271797243,1.0,1.0,1.0,0.9129081363248851,sde_0.05,4,0.9253498311356159
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate5,True,1.0,1.0,0.7929916501395666,1.0,1.0,1.0,0.9137465208914861,sde_0.05,5,0.9260684464784167
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate6,True,1.0,1.0,0.7963020460086222,1.0,1.0,1.0,0.9151258525035925,sde_0.05,6,0.927250730717365
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate7,True,1.0,1.0,0.7960922155654326,1.0,1.0,1.0,0.9150384231522636,sde_0.05,7,0.9271757912733688
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate8,True,1.0,1.0,0.7951204987112326,1.0,1.0,1.0,0.9146335411296803,sde_0.05,8,0.9268287495397259
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate9,True,1.0,1.0,0.7982492549949581,1.0,1.0,1.0,0.9159371895812326,sde_0.05,9,0.9279461624981994
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate10,True,1.0,1.0,0.7952202832337479,1.0,1.0,1.0,0.9146751180140616,sde_0.05,10,0.9268643868691957
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate11,True,1.0,1.0,0.7969042069770342,1.0,1.0,1.0,0.9153767529070976,sde_0.05,11,0.9274657882060836
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate12,True,1.0,1.0,0.7988946531817113,1.0,1.0,1.0,0.9162061054923797,sde_0.05,12,0.9281766618506112
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate13,True,1.0,1.0,0.7952689645879091,1.0,1.0,1.0,0.9146954019116288,sde_0.05,13,0.9268817730671104
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate14,True,1.0,1.0,0.7944359704586111,1.0,1.0,1.0,0.9143483210244213,sde_0.05,14,0.9265842751637897
50365d557c285865,2021.08.24.15.09.18_veh-45_00216_00862,sde_0.05_candidate15,True,1.0,1.0,0.798183217690445,1.0,1.0,1.0,0.9159096740376854,sde_0.05,15,0.9279225777465875
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate0,True,1.0,1.0,0.7067643887140597,1.0,1.0,1.0,0.8778184952975249,sde_0.05,0,0.8952729959693071
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate1,True,1.0,1.0,0.7037286496802524,1.0,1.0,1.0,0.8765536040334384,sde_0.05,1,0.894188803457233
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate2,True,1.0,1.0,0.7056496630503675,1.0,1.0,1.0,0.8773540262709864,sde_0.05,2,0.8948748796608454
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate3,True,1.0,1.0,0.7041582066502977,1.0,1.0,1.0,0.8767325861042906,sde_0.05,3,0.8943422166608206
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate4,True,1.0,1.0,0.7063659048891532,1.0,1.0,1.0,0.8776524603704804,sde_0.05,4,0.8951306803175546
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate5,True,1.0,1.0,0.7027774592691326,1.0,1.0,1.0,0.8761572746954719,sde_0.05,5,0.8938490925961188
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate6,True,1.0,1.0,0.7030672530196705,1.0,1.0,1.0,0.8762780220915293,sde_0.05,6,0.893952590364168
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate7,True,1.0,1.0,0.7078356141355401,1.0,1.0,1.0,0.8782648392231417,sde_0.05,7,0.8956555764769786
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate8,True,1.0,1.0,0.7057782718785891,1.0,1.0,1.0,0.8774076132827454,sde_0.05,8,0.8949208113852104
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate9,True,1.0,1.0,0.7075399202478373,1.0,1.0,1.0,0.8781416334365989,sde_0.05,9,0.8955499715170847
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate10,True,1.0,1.0,0.7021336877852107,1.0,1.0,1.0,0.8758890365771711,sde_0.05,10,0.8936191742090038
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate11,True,1.0,1.0,0.7047071808256363,1.0,1.0,1.0,0.876961325344015,sde_0.05,11,0.8945382788662987
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate12,True,1.0,1.0,0.7010649971723562,1.0,1.0,1.0,0.875443748821815,sde_0.05,12,0.8932374989901272
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate13,True,1.0,1.0,0.7046656253283272,1.0,1.0,1.0,0.8769440105534697,sde_0.05,13,0.8945234376172598
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate14,True,1.0,1.0,0.7040312758222343,1.0,1.0,1.0,0.8766796982592643,sde_0.05,14,0.8942968842222265
52e9503e3b0d5d00,2021.10.11.05.34.05_veh-50_00971_01251,sde_0.05_candidate15,True,1.0,1.0,0.7056781193178534,1.0,1.0,1.0,0.8773658830491056,sde_0.05,15,0.8948850426135191
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate0,True,1.0,1.0,0.5355977891955173,1.0,1.0,1.0,0.8064990788314654,sde_0.05,0,0.8341420675698276
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate1,True,1.0,1.0,0.5506755717938436,1.0,1.0,1.0,0.8127814882474348,sde_0.05,1,0.8395269899263728
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate2,True,1.0,1.0,0.5395747614291794,1.0,1.0,1.0,0.8081561505954914,sde_0.05,2,0.8355624147961355
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate3,True,1.0,1.0,0.5738238064747092,1.0,1.0,1.0,0.822426586031129,sde_0.05,3,0.8477942165981105
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate4,True,1.0,1.0,0.5562591009062169,1.0,1.0,1.0,0.8151079587109237,sde_0.05,4,0.841521107466506
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate5,True,1.0,1.0,0.5387668248643982,1.0,1.0,1.0,0.807819510360166,sde_0.05,5,0.8352738660229994
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate6,True,1.0,1.0,0.5608579376545436,1.0,1.0,1.0,0.8170241406893931,sde_0.05,6,0.8431635491623369
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate7,True,1.0,1.0,0.5444702495609992,1.0,1.0,1.0,0.810195937317083,sde_0.05,7,0.8373108034146426
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate8,True,1.0,1.0,0.5291561921075634,1.0,1.0,1.0,0.803815080044818,sde_0.05,8,0.8318414971812726
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate9,True,1.0,1.0,0.5682143291243223,1.0,1.0,1.0,0.8200893038018009,sde_0.05,9,0.845790831830115
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate10,True,1.0,1.0,0.5304292690363355,1.0,1.0,1.0,0.8043455287651398,sde_0.05,10,0.832296167512977
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate11,True,1.0,1.0,0.5455435159869583,1.0,1.0,1.0,0.8106431316612327,sde_0.05,11,0.8376941128524852
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate12,True,1.0,1.0,0.5263499328563841,1.0,1.0,1.0,0.8026458053568266,sde_0.05,12,0.8308392617344228
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate13,True,1.0,1.0,0.5466957024744593,1.0,1.0,1.0,0.8111232093643581,sde_0.05,13,0.8381056080265926
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate14,True,1.0,1.0,0.5320713994178291,1.0,1.0,1.0,0.8050297497574288,sde_0.05,14,0.8328826426492247
5516a3b745ec5dcd,2021.06.14.14.25.15_veh-26_02932_03190,sde_0.05_candidate15,True,1.0,1.0,0.555727887372344,1.0,1.0,1.0,0.8148866197384766,sde_0.05,15,0.8413313883472657
