scene_token,model_type,seed,intervention,selected_index,wote_selected_index,selected_score,oracle_score,wote_selected_score,regret,candidate_rank,oracle_capture,hard_false_safe,direction_non_compliance,ddc_half,ddc_zero,zero_score_selection,wote_failure_recovery,selected_NC,selected_DAC,selected_DDC,selected_EP,selected_TTC,selected_Comfort,interaction_rich
90c5c0bf38fc518a,trajectory_only,2,none,34,58,0.0,1.0,0.3930768,1.0,36,-0.6476548910140991,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
9dc03cfe776c534a,trajectory_only,2,none,171,150,0.0,1.0,0.15295106,1.0,52,-0.1805693358182907,True,True,True,False,True,False,0.5,0.0,0.5,0.0,0.0,1.0,True
bf86d65ef6d5553f,full_engineered_action_effect,0,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
02f38f2c22f35382,ego_kinematic_effect,0,none,4,128,0.0,1.0,0.19763827,1.0,96,-0.2463206648826599,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
4c7b4e57f4f75db9,full_primitive_action_effect,2,none,70,243,0.0,1.0,0.41150007,1.0,28,-0.6992355585098267,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
789fbb604f4f50dd,full_primitive_action_effect,0,none,1,198,0.0,1.0,0.9750894,1.0,69,-39.14350509643555,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
71b0919401d05733,full_primitive_action_effect,0,none,1,195,0.0,1.0,0.9866861,1.0,75,-74.10952758789062,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
4c7b4e57f4f75db9,ego_kinematic_effect,0,none,241,243,0.0,1.0,0.41150007,1.0,28,-0.6992355585098267,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
22689723912350b4,trajectory_only,2,none,217,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
789fbb604f4f50dd,full_engineered_action_effect,1,none,1,198,0.0,1.0,0.9750894,1.0,69,-39.14350509643555,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
a64988f11b195863,full_primitive_action_effect,0,none,1,247,0.0,1.0,0.8728968,1.0,65,-6.867621898651123,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
22689723912350b4,full_engineered_action_effect,1,none,200,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,0.0,False
7638e77a3f2c5011,full_engineered_action_effect,1,none,25,25,0.0,1.0,0.0,1.0,54,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
7950b5d3a544508c,shared_logged_future,0,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
22689723912350b4,shared_logged_future,0,none,225,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
c15dc9089b9d5a55,trajectory_only,1,none,217,193,0.0,1.0,1.0,1.0,56,,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
29574fbfe8685404,wote_environment_only,0,none,109,21,0.0,1.0,0.46058285,1.0,72,-0.8538528084754944,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
7950b5d3a544508c,wote_environment_only,0,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
7950b5d3a544508c,ego_kinematic_effect,0,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
22689723912350b4,ego_kinematic_effect,0,none,225,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
44bd1648e3cc5cd0,full_primitive_action_effect,1,none,58,20,0.0,1.0,0.48423976,1.0,48,-0.9388853907585144,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
9df2bb21710e57de,trajectory_only,2,none,87,58,0.0,1.0,0.3905789,1.0,36,-0.6409014463424683,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
c609308d5f955ad2,trajectory_only,2,none,116,127,0.0,1.0,0.90617293,1.0,31,-9.657905578613281,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
4a6a740ad49f51c2,trajectory_only,2,none,217,41,0.0,1.0,0.40044692,1.0,99,-0.6679090261459351,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
d884d08d5e7f5ce7,shared_logged_future,0,none,4,170,0.0,1.0,0.0,1.0,40,0.0,True,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,True
a26f8072cce856af,shared_logged_future,0,none,42,242,0.0,1.0,0.80250114,1.0,129,-4.063320636749268,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
61979ca6b9ea5e49,static_primitive_effect,0,none,1,195,0.0,1.0,0.9865215,1.0,80,-73.192138671875,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
400935b51be75ea3,wote_environment_only,0,none,43,22,0.0,1.0,0.0,1.0,58,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
400935b51be75ea3,shared_logged_future,0,none,43,22,0.0,1.0,0.0,1.0,58,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
22689723912350b4,full_primitive_action_effect,1,none,59,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
7567becdd4005b0b,full_primitive_action_effect,1,none,155,168,0.0,1.0,0.7262451,1.0,95,-2.652902603149414,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
eb4d6a0aa63a5582,full_primitive_action_effect,1,none,1,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
26f2cadc49445176,full_primitive_action_effect,1,none,74,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
2846cf983f945403,full_primitive_action_effect,1,none,1,78,0.0,1.0,0.39999324,1.0,79,-0.6666479110717773,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
3d20a6916f8e5071,trajectory_only,2,none,127,154,0.0,1.0,0.42806113,1.0,82,-0.7484385967254639,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
f3288ba5cac454ad,full_engineered_action_effect,1,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7950b5d3a544508c,full_engineered_action_effect,1,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
bf86d65ef6d5553f,full_primitive_action_effect,0,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
e080dad0b78150df,trajectory_only,2,none,161,65,0.0,1.0,0.0,1.0,49,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
3fd451821a8e56db,trajectory_only,2,none,87,176,0.0,1.0,0.39740503,1.0,27,-0.6594894528388977,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
bf86d65ef6d5553f,ego_kinematic_effect,1,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
61979ca6b9ea5e49,full_primitive_action_effect,0,none,1,195,0.0,1.0,0.9865215,1.0,80,-73.192138671875,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
22689723912350b4,dynamic_replay_effect,2,none,187,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
7638e77a3f2c5011,dynamic_replay_effect,2,none,213,25,0.0,1.0,0.0,1.0,54,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
2846cf983f945403,ego_kinematic_effect,1,none,62,78,0.0,1.0,0.39999324,1.0,79,-0.6666479110717773,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
59f456ede6765a38,shared_logged_future,1,none,1,248,0.0,1.0,1.0,1.0,93,,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
bf86d65ef6d5553f,trajectory_only,1,none,17,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
42b295a1f8b95ccf,trajectory_only,1,none,3,58,0.0,1.0,0.34939626,1.0,62,-0.5370338559150696,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
44bd1648e3cc5cd0,wote_environment_only,0,none,154,20,0.0,1.0,0.48423976,1.0,48,-0.9388853907585144,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
5a287daa1f775a79,ego_kinematic_effect,0,none,3,58,0.0,1.0,0.3949676,1.0,70,-0.6528039574623108,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
a26f8072cce856af,ego_kinematic_effect,0,none,42,242,0.0,1.0,0.80250114,1.0,129,-4.063320636749268,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
4c7b4e57f4f75db9,trajectory_only,2,none,241,243,0.0,1.0,0.41150007,1.0,28,-0.6992355585098267,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
02f38f2c22f35382,shared_logged_future,1,none,136,128,0.0,1.0,0.19763827,1.0,96,-0.2463206648826599,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
71b0919401d05733,shared_logged_future,0,none,1,195,0.0,1.0,0.9866861,1.0,75,-74.10952758789062,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7638e77a3f2c5011,ego_kinematic_effect,2,none,50,25,0.0,1.0,0.0,1.0,54,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
bf86d65ef6d5553f,shared_logged_future,1,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
f3288ba5cac454ad,shared_logged_future,1,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
26f2cadc49445176,wote_environment_only,0,none,49,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
44bd1648e3cc5cd0,shared_logged_future,1,none,154,20,0.0,1.0,0.48423976,1.0,48,-0.9388853907585144,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
02ebd46f5cd6566d,full_primitive_action_effect,0,none,1,185,0.0,1.0,0.0,1.0,49,0.0,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
7950b5d3a544508c,full_primitive_action_effect,0,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
fbf34602c1f75747,trajectory_only,2,none,203,88,0.0,1.0,0.3922926,1.0,71,-0.6455287337303162,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
16643763db6553d1,trajectory_only,2,none,75,58,0.0,1.0,0.35788214,1.0,42,-0.557346522808075,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
22689723912350b4,full_primitive_action_effect,0,none,225,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
42a7a6a9a7595754,trajectory_only,2,none,217,41,0.0,1.0,0.4004516,1.0,87,-0.6679220795631409,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
26f2cadc49445176,full_primitive_action_effect,0,none,49,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
6ce52a48a7515ba2,ego_kinematic_effect,1,none,1,221,0.0,1.0,0.40435818,1.0,47,-0.6788612604141235,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
fbf34602c1f75747,full_engineered_action_effect,2,none,68,88,0.0,1.0,0.3922926,1.0,71,-0.6455287337303162,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
164e52db9ee955a5,full_engineered_action_effect,2,none,78,21,0.0,1.0,0.9566063,1.0,113,-22.04483413696289,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
58c854b81fa053c1,full_engineered_action_effect,2,none,110,115,0.0,1.0,0.3706406,1.0,110,-0.5889172554016113,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
e8c5d13639325f15,full_engineered_action_effect,2,none,151,151,0.0,1.0,0.0,1.0,31,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
42b295a1f8b95ccf,trajectory_only,2,none,1,58,0.0,1.0,0.34939626,1.0,62,-0.5370338559150696,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
063fcc8dd1405642,trajectory_only,2,none,246,183,0.0,1.0,0.40521023,1.0,37,-0.6812663078308105,True,False,False,False,True,False,0.5,0.0,1.0,0.0,0.0,1.0,True
720bda1f91e45a42,trajectory_only,2,none,3,198,0.0,1.0,0.8283235,1.0,38,-4.82490873336792,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
eb4d6a0aa63a5582,trajectory_only,1,none,17,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
26f2cadc49445176,trajectory_only,1,none,3,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
720bda1f91e45a42,shared_logged_future,1,none,3,198,0.0,1.0,0.8283235,1.0,38,-4.82490873336792,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
a26f8072cce856af,ego_kinematic_effect,2,none,162,242,0.0,1.0,0.80250114,1.0,129,-4.063320636749268,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
22689723912350b4,full_engineered_action_effect,2,none,187,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
3e16f0052daa5fea,ego_kinematic_effect,1,none,1,138,0.0,1.0,0.39797655,1.0,57,-0.6610648036003113,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7950b5d3a544508c,ego_kinematic_effect,1,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
063354d761015481,full_engineered_action_effect,2,none,228,10,0.0,1.0,0.35054958,1.0,122,-0.5397633910179138,True,True,True,False,True,False,1.0,0.0,0.5,0.0,0.0,1.0,True
6ce52a48a7515ba2,shared_logged_future,1,none,1,221,0.0,1.0,0.40435818,1.0,47,-0.6788612604141235,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
3e16f0052daa5fea,shared_logged_future,1,none,1,138,0.0,1.0,0.39797655,1.0,57,-0.6610648036003113,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
16643763db6553d1,trajectory_only,1,none,3,58,0.0,1.0,0.35788214,1.0,42,-0.557346522808075,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
cc94652840555acf,trajectory_only,1,none,1,226,0.0,1.0,0.19161505,1.0,50,-0.237034410238266,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
f3288ba5cac454ad,trajectory_only,1,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
eb4d6a0aa63a5582,shared_logged_future,1,none,1,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
720bda1f91e45a42,trajectory_only,1,none,3,198,0.0,1.0,0.8283235,1.0,38,-4.82490873336792,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
f3288ba5cac454ad,ego_kinematic_effect,1,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
d884d08d5e7f5ce7,dynamic_replay_effect,2,none,4,170,0.0,1.0,0.0,1.0,40,0.0,True,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,True
58c854b81fa053c1,dynamic_replay_effect,2,none,163,115,0.0,1.0,0.3706406,1.0,110,-0.5889172554016113,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
400935b51be75ea3,dynamic_replay_effect,2,none,201,22,0.0,1.0,0.0,1.0,58,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
eb4d6a0aa63a5582,ego_kinematic_effect,1,none,1,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
26f2cadc49445176,trajectory_only,2,none,87,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
cc94652840555acf,trajectory_only,2,none,212,226,0.0,1.0,0.19161505,1.0,50,-0.237034410238266,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
1824a4154b9f5eff,trajectory_only,2,none,79,111,0.0,1.0,0.88858896,1.0,20,-7.975771427154541,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
22689723912350b4,shared_logged_future,1,none,59,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
d884d08d5e7f5ce7,shared_logged_future,1,none,1,170,0.0,1.0,0.0,1.0,40,0.0,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7950b5d3a544508c,dynamic_replay_effect,0,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
22689723912350b4,dynamic_replay_effect,0,none,225,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
5a287daa1f775a79,dynamic_replay_effect,0,none,3,58,0.0,1.0,0.3949676,1.0,70,-0.6528039574623108,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
22689723912350b4,wote_full_future,0,none,217,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
4c7b4e57f4f75db9,dynamic_replay_effect,0,none,241,243,0.0,1.0,0.41150007,1.0,28,-0.6992355585098267,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
789fbb604f4f50dd,ego_kinematic_effect,1,none,1,198,0.0,1.0,0.9750894,1.0,69,-39.14350509643555,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
22689723912350b4,ego_kinematic_effect,2,none,136,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
22689723912350b4,wote_full_future,2,none,59,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
7950b5d3a544508c,wote_full_future,2,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
3fd451821a8e56db,trajectory_only,1,none,3,176,0.0,1.0,0.39740503,1.0,27,-0.6594894528388977,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
4e02ce57eb9b5203,ego_kinematic_effect,2,none,170,242,0.0,1.0,0.8222962,1.0,109,-4.6273417472839355,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
7638e77a3f2c5011,shared_logged_future,1,none,167,25,0.0,1.0,0.0,1.0,54,0.0,True,True,False,True,True,False,1.0,0.0,0.0,0.0,0.0,1.0,True
9df2bb21710e57de,shared_logged_future,1,none,3,58,0.0,1.0,0.3905789,1.0,36,-0.6409014463424683,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7950b5d3a544508c,shared_logged_future,1,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
d2fcb86294345ce0,ego_kinematic_effect,1,none,62,131,0.0,1.0,0.8541068,1.0,134,-5.854328155517578,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
bf86d65ef6d5553f,dynamic_replay_effect,1,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
44bd1648e3cc5cd0,dynamic_replay_effect,1,none,77,20,0.0,1.0,0.48423976,1.0,48,-0.9388853907585144,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
61979ca6b9ea5e49,wote_full_future,0,none,1,195,0.0,1.0,0.9865215,1.0,80,-73.192138671875,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
75cfffbe0bdd519d,trajectory_only,2,none,203,106,0.0,1.0,0.3538992,1.0,180,-0.5477461814880371,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
bf86d65ef6d5553f,wote_full_future,0,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
edab155b1dca5c47,trajectory_only,2,none,134,33,0.0,1.0,0.37382385,1.0,91,-0.5969947576522827,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
789fbb604f4f50dd,shared_logged_future,1,none,1,198,0.0,1.0,0.9750894,1.0,69,-39.14350509643555,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
22689723912350b4,ego_kinematic_effect,1,none,59,91,0.0,1.0,0.0,1.0,75,0.0,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
7638e77a3f2c5011,full_engineered_action_effect,2,none,183,25,0.0,1.0,0.0,1.0,54,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,True
7950b5d3a544508c,dynamic_replay_effect,1,none,3,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
6ce52a48a7515ba2,dynamic_replay_effect,1,none,1,221,0.0,1.0,0.40435818,1.0,47,-0.6788612604141235,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
c15dc9089b9d5a55,trajectory_only,2,none,229,193,0.0,1.0,1.0,1.0,56,,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,False
eb4d6a0aa63a5582,dynamic_replay_effect,1,none,1,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,False
71ab119798845c33,trajectory_only,2,none,246,86,0.0,1.0,0.43221742,1.0,48,-0.7612375617027283,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
16643763db6553d1,trajectory_only,0,none,3,58,0.0,1.0,0.35788214,1.0,42,-0.557346522808075,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
3fd451821a8e56db,trajectory_only,0,none,3,176,0.0,1.0,0.39740503,1.0,27,-0.6594894528388977,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
789fbb604f4f50dd,static_primitive_effect,1,none,1,198,0.0,1.0,0.9750894,1.0,69,-39.14350509643555,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
cc94652840555acf,trajectory_only,0,none,212,226,0.0,1.0,0.19161505,1.0,50,-0.237034410238266,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
f3288ba5cac454ad,trajectory_only,0,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
720bda1f91e45a42,trajectory_only,0,none,3,198,0.0,1.0,0.8283235,1.0,38,-4.82490873336792,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
bf86d65ef6d5553f,static_primitive_effect,1,none,1,70,0.0,1.0,0.4211844,1.0,69,-0.7276659607887268,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
eb4d6a0aa63a5582,full_primitive_no_interaction_mask,2,none,185,70,0.0,1.0,0.40305054,1.0,62,-0.6751837134361267,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,False
9df2bb21710e57de,direct_current,1,none,3,58,0.0,1.0,0.3905789,1.0,36,-0.6409014463424683,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
7950b5d3a544508c,wote_environment_only,2,none,87,102,0.0,1.0,0.33015424,1.0,9,-0.49288100004196167,True,False,False,False,True,False,0.0,1.0,1.0,0.0,0.0,1.0,True
164e52db9ee955a5,wote_environment_only,2,none,254,21,0.0,1.0,0.9566063,1.0,113,-22.04483413696289,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
58c854b81fa053c1,wote_environment_only,2,none,163,115,0.0,1.0,0.3706406,1.0,110,-0.5889172554016113,True,True,True,False,True,False,1.0,0.0,0.5,0.0,1.0,1.0,True
02ebd46f5cd6566d,wote_environment_only,2,none,185,185,0.0,1.0,0.0,1.0,49,0.0,True,True,False,True,True,False,1.0,1.0,0.0,0.0,1.0,1.0,False
26f2cadc49445176,trajectory_only,0,none,3,198,0.0,1.0,0.9542893,1.0,24,-20.876724243164062,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
063354d761015481,wote_environment_only,2,none,78,10,0.0,1.0,0.35054958,1.0,122,-0.5397633910179138,True,True,True,False,True,False,1.0,0.0,0.5,0.0,0.0,1.0,True
4a6a740ad49f51c2,trajectory_only,1,none,18,41,0.0,1.0,0.40044692,1.0,99,-0.6679090261459351,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
f3288ba5cac454ad,static_primitive_effect,1,none,3,68,0.0,1.0,0.4259088,1.0,28,-0.7418835163116455,True,False,False,False,True,False,1.0,0.0,1.0,0.0,1.0,1.0,True
4c7b4e57f4f75db9,interaction_mask_only,0,none,241,243,0.0,1.0,0.41150007,1.0,28,-0.6992355585098267,True,True,True,False,True,False,0.0,1.0,0.5,0.0,0.0,1.0,True
