scene_id,candidate_id,perturbation_type,kinematic_valid,route_proxy_valid,candidate_accepted,reactive_available,exact_drivable_area_compliance,exact_driving_direction_compliance,exact_lane_keeping,exact_history_comfort,exact_centerline_progress_m,exact_route_deviation_max_m,exact_max_acceleration_mps2,exact_max_deceleration_mps2,exact_max_abs_jerk_mps3,exact_max_abs_curvature_inv_m,exact_intersection_fraction,exact_static_object_collision,lr_no_at_fault_collision,idm_no_at_fault_collision,lr_traffic_light_compliance,idm_traffic_light_compliance,lr_time_to_collision_within_bound,idm_time_to_collision_within_bound,lr_ttc_infraction_time_s,idm_ttc_infraction_time_s,lr_ttc_infraction_observed,idm_ttc_infraction_observed,lr_dynamic_collision,idm_dynamic_collision,lr_minimum_dynamic_clearance_m,idm_minimum_dynamic_clearance_m,lr_dynamic_occupancy_fraction,idm_dynamic_occupancy_fraction,lr_pdm_score,idm_pdm_score
175b796d5ef85d23,3399b55ad584aa10,turn_inner_outer_offset,False,True,False,False,,,,,,,0.7824044709946985,0.0,1.0521979589481831,1.0859667842239433,,,,,,,,,,,,,,,,,,,,
175b796d5ef85d23,043da8a704e94d12,turn_inner_outer_offset,False,True,False,False,,,,,,,0.7733761517268367,0.0,1.0457451018399992,0.7665497097772882,,,,,,,,,,,,,,,,,,,,
17e91c262295567e,5d8136f6d504649e,anchor,True,True,True,False,1.0,1.0,1.0,1.0,24.630722667965586,0.24641651698185224,0.0,1.313679145645688,0.8831722877595602,0.0014724601825345813,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.931981638433214,
17e91c262295567e,b38e157d53f0fc76,lateral_terminal_offset,True,True,True,False,0.0,1.0,1.0,1.0,24.621664947997743,0.7591130829627519,0.0,1.3159383426399032,0.878110467355615,0.008971081864766698,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.0,
17e91c262295567e,d031cb4b0202c578,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,24.62724835938839,0.4243488697585945,0.0,1.3140780031815869,0.8803053279165276,0.005123568802615341,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.9319408557193489,
17e91c262295567e,d608d53486dc7f16,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,24.631021318976554,0.29751764604146014,0.0,1.314743503182628,0.8866674912680601,0.0039640380985308645,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9525344371795654,,1.0,,0.931985144108791,
17e91c262295567e,4ca8e2155719a137,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,24.629207910199774,0.5803131943918768,0.0,1.317263120354065,0.8908050900920408,0.006454664763381168,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.6423156261444092,,1.0,,0.9319638576485872,
17e91c262295567e,e6642fa2347f16d6,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,21.341769129151835,0.2470324468140085,0.0,1.0510304439813032,0.7067550898026731,0.0014724601825345813,0.6097560975609756,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.8933746902855086,
17e91c262295567e,2c1a2eb6a84807e4,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,22.986119882626998,0.24671692298169426,0.0,1.182205837176065,0.7951353528907497,0.0014724600570771714,0.5853658536585366,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.912676685137936,
17e91c262295567e,cdc6dfb6c77c1f19,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,26.27533900952969,0.24629821380693365,0.0,1.4450439515224183,0.970972786579285,0.0014669240647187216,0.43902439024390244,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.9512867508564607,
17e91c262295567e,e97cf420cb79f5fb,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,20.634163458575973,0.2462597768724275,0.0,2.341046099226027,3.8043991219887587,0.0014724601825345813,0.6341463414634146,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.8850685542727762,
17e91c262295567e,a2b7a53bea0cdf3b,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,22.131683872984915,0.2464163948710885,0.0,3.26512858798627,4.272779197300839,0.0014724601825345813,0.6341463414634146,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.9026470005192587,
17e91c262295567e,5bae25b69c336eec,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,23.83456176046888,0.2462138621183394,0.0,1.1770007314245419,0.6957879154823416,0.0014724601871893416,0.5609756097560976,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.922636008429562,
17e91c262295567e,607040c25aeeea4c,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,25.42685718653554,0.24664293898755754,0.16799737854892527,1.5824557068366474,1.0704850442899776,0.0014717452175491096,0.4878048780487805,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.9413269586739234,
17e91c262295567e,475736d66e0fae56,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,24.63149747045721,0.2514663560826506,0.0,1.3136890279661273,0.8831744303275748,0.0013252140559143033,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.115378737449646,,1.0,,0.9319907333502646,
17e91c262295567e,dfd682a6981df310,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,24.631176202060868,0.24466207438919158,0.0,1.31367799203462,0.8831706184281849,0.0016197061856537305,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.9319869621834869,
17e91c262295567e,c381a298d6a757f6,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,24.627462035694823,0.4187425395657919,0.0,1.313032777636483,0.8798285855453294,0.004705253613981081,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1315317153930664,,1.0,,0.931943363930543,
17e91c262295567e,0948f5e18e5e95a8,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,24.631177381874643,0.2727121832407625,0.0,1.3144505625821186,0.8849301642754597,0.004220016514355295,0.5121951219512195,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9430515766143799,,1.0,,0.9319869760325756,
191f94dc85fd5899,a53176e481aa52a2,anchor,True,True,True,False,1.0,1.0,1.0,1.0,28.725714447245153,1.7687574686425425,0.38483810407050534,0.12556818175336026,0.33131168451130577,0.05208225121317166,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.125679016113281,,1.0,,0.9126800496929288,
191f94dc85fd5899,51454914353b60a7,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.07034177192272,3.0337671588449697,0.49358862931453373,0.1011257377460435,0.3920858678355934,0.05035104774649921,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.074187755584717,,1.0,,0.9065240823403674,
191f94dc85fd5899,997dd436a739ae63,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.062341961196196,2.763877456054352,0.42850667275325627,0.11388475644720764,0.3622267125618386,0.049707996751875656,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.9481706619262695,,1.0,,0.9064489394857542,
191f94dc85fd5899,dfaa3b29b3dc740b,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.03646008514101,2.303348897940283,0.39488964439589225,0.1361705788100238,0.299319262886641,0.04824896022310853,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.6868903636932373,,1.0,,0.9062058289777667,
191f94dc85fd5899,cd609d493cf41451,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.01852469624309,2.117386019049612,0.40392278179541385,0.14569234027267797,0.3561611736505128,0.047425247383217684,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.551706552505493,,1.0,,0.9060373604518906,
191f94dc85fd5899,3ccb7edac99ed391,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,24.328865481666362,2.0562473132913595,0.2796325538108029,0.1134108700069838,0.2906136119973013,0.048533535711857353,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.07940357178449631,,1.0,,0.8713800997477616,
191f94dc85fd5899,85f830f23659f952,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,26.48126670487313,1.8502430746002738,0.3470135415946629,0.12070203633576249,0.3074852932982246,0.05029036701694953,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.100926637649536,,1.0,,0.8915977746045224,
191f94dc85fd5899,2cee3a5e9c923c04,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,30.975149851487522,1.6590056607506316,0.49915946748374296,0.14677427852829084,0.3326725530302639,0.04816058982255348,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,5.459753036499023,,1.0,,0.9338091742836043,
191f94dc85fd5899,d26a2defff6d4435,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,22.797974186220394,1.700419450668022,0.0,1.5429057686313676,2.9062850505001165,0.050694166841428696,1.0,False,0.0,,1.0,,0.0,,2.9000000000000004,,True,,True,,0.0,,1.0,,0.0,
191f94dc85fd5899,00f9395e1dfe58e7,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,24.577182070053176,1.7628376098498446,0.13913776485783558,2.6261334234628215,5.347866405844712,0.052082226583322865,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.13002298772335052,,1.0,,0.8737125570941969,
191f94dc85fd5899,e0631692c4fd414e,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,27.923741107755475,1.7570205361937108,0.6551739288784013,0.40781451742027386,0.51832419306335,0.05023745676374661,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.3941569328308105,,1.0,,0.9051470507117091,
191f94dc85fd5899,19cfa8944c6fd6b7,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,29.487324174603017,1.7592104958529657,0.2109914020728052,0.0,0.15617601029842376,0.050490060698517074,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.821260929107666,,1.0,,0.9198339100742784,
191f94dc85fd5899,bd66559e2730d6c6,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,28.495355426066524,1.9266786379496268,0.3848372114060208,0.125565909023587,0.331306534859209,0.04687400885335793,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.078660488128662,,1.0,,0.9105162691949916,
191f94dc85fd5899,3c631f0e1cafadd6,curvature_scale,True,False,False,False,,,,,,,0.3848300551142625,0.12556673473190116,0.3313182779821666,0.05729045434467036,,,,,,,,,,,,,,,,,,,,
191f94dc85fd5899,657eea0f5addf739,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.081978308419664,2.6822895462875294,0.435425419858273,0.12077563691564563,0.3557893489718609,0.04956087755935626,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.9594647884368896,,1.0,,0.9066333852476587,
191f94dc85fd5899,c3b56b9b261f8749,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,28.018033207326084,2.3794068017840173,0.36968042778752697,0.13012953446241937,0.3074903624827101,0.04841099221610038,1.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.677607774734497,,1.0,,0.9060327438576363,
1985aee75e0d56a2,eed810da96670f95,anchor,True,True,True,False,1.0,1.0,1.0,1.0,18.75820903047052,0.14985104258371898,0.0,1.1663550194372618,0.2777775968446665,0.0006185702678156113,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9155921339988708,,1.0,,0.9737903715580188,
1985aee75e0d56a2,45f8b75b4e3cd155,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.7537720811161,0.5842302875720262,0.0,1.1689804377202684,0.27373137208238596,0.022878618153282383,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9737120946834485,
1985aee75e0d56a2,1f914304c4871fd7,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.75763548137215,0.2525817229273843,0.0,1.1680282352282134,0.2760827928618248,0.013809890213384891,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9737802529771545,
1985aee75e0d56a2,69fa0b1e7905a7c4,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.756567031421977,0.41107072649446647,0.0,1.1639700087815967,0.27884845435828076,0.0073409502078057975,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.6674341559410095,,1.0,,0.9737614033315865,
1985aee75e0d56a2,fe4e3e28d7dab501,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.75163386975102,0.7427686844775317,0.0,1.1608635105539875,0.2792314162742784,0.013466210145147473,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.37177541851997375,,1.0,,0.9736743722553882,
1985aee75e0d56a2,d4a6f08d4d94d243,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,16.471033731297116,0.15361196031341592,0.0,0.9330832435174177,0.22218381928001918,0.0003976816772950131,0.7804878048780488,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9334399145857754,
1985aee75e0d56a2,34b6a36b4d9c9cde,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,17.614564691585993,0.1527110555664877,0.0,1.0497934731580774,0.24980446883852991,0.0006000839444735212,0.7804878048780488,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.95361414295657,
1985aee75e0d56a2,639a67df82e8f51c,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,19.90184336397915,0.14628460184761494,0.0,1.2830870232413822,0.3055538039961565,0.0005647041423111152,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.8862767815589905,,1.0,,0.9939664236441433,
1985aee75e0d56a2,27d0c93eab39fd2b,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,16.10131413102813,0.1489660315572658,0.0,2.188150912759003,2.2657295597131295,0.0004565531107576288,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9269173035607962,
1985aee75e0d56a2,7250f3b39b5d9a56,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,17.126066347613136,0.15017206212949014,0.0,2.4257148159211797,2.5187195929678357,0.0006185707367446547,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9449960316047148,
1985aee75e0d56a2,e77624c15b48a560,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,17.96199911807236,0.1503417249374688,0.0,1.3246119401980216,0.4650692095692541,0.0005092213016117849,0.7804878048780488,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9597435978705333,
1985aee75e0d56a2,1961b8745d5ad3f2,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,19.55438775705335,0.1488412913486645,0.0,1.1940413786766415,0.36432896868849696,0.0004924170824217088,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.8890803456306458,,1.0,,0.9878365950638456,
1985aee75e0d56a2,25cf3be36b300e6f,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,18.7585164575345,0.17510749597918446,0.0,1.1663512393832534,0.2777709548543772,0.000556713295869384,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.8976216316223145,,1.0,,0.9737957952011133,
1985aee75e0d56a2,4013569d3605a3f1,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,18.758533728080703,0.17162892520813255,0.0,1.1663550150785724,0.2777939168297614,0.0006804278077646861,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.899919331073761,,1.0,,0.9737960998889227,
1985aee75e0d56a2,7d48374e39d0fffa,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.758976789009143,0.22137943512674807,0.0,1.1673396082439726,0.2353008572645372,0.030689545642880373,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9277036786079407,,1.0,,0.9738039163911976,
1985aee75e0d56a2,4ad3601c9f1439d2,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,18.757293008089082,0.3798722519436566,0.0,1.1651011417223796,0.26108463556252204,0.02132652749301325,0.8048780487804879,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.7544195055961609,,1.0,,0.9737742110469723,
198a80bb72b2578f,2a7598502a1737e9,anchor,True,True,True,False,1.0,1.0,0.0,1.0,5.810237777611459,1.9944887951626062,1.2182149641057602,0.0,0.9736796305122171,0.11582586765630556,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0771875381469727,,1.0,,0.826585362755601,
198a80bb72b2578f,9381f39b62b2b2c7,lateral_terminal_offset,False,True,False,False,,,,,,,1.1811514031180508,0.0,0.9477640158606313,2.8906200455579873,,,,,,,,,,,,,,,,,,,,
198a80bb72b2578f,ff42162f17b04a60,lateral_terminal_offset,False,True,False,False,,,,,,,1.2011050377961494,0.0,0.9761464656709018,1.6268385256722426,,,,,,,,,,,,,,,,,,,,
198a80bb72b2578f,07521a51bee818cb,lateral_terminal_offset,False,True,False,False,,,,,,,1.2322555873514602,0.0,0.9542907699636871,1.780067649431325,,,,,,,,,,,,,,,,,,,,
198a80bb72b2578f,c21417bffff3f84a,lateral_terminal_offset,False,True,False,False,,,,,,,1.2429953317876148,0.0,0.9003740696802209,3.073639616022168,,,,,,,,,,,,,,,,,,,,
198a80bb72b2578f,c90d50b077692e91,speed_scale,True,True,True,False,1.0,1.0,0.0,1.0,4.704250072194063,1.5123688265013122,0.9746452278924806,0.0,0.7787844946297081,0.11402452511786454,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0611538887023926,,1.0,,0.7644193362000645,
198a80bb72b2578f,e878729d0ce1d647,speed_scale,True,True,True,False,1.0,1.0,0.0,1.0,5.258064844893173,1.7432981103355638,1.0951810179090975,0.0,0.8762263305109618,0.11502555566370287,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0715837478637695,,1.0,,0.7955484922456719,
198a80bb72b2578f,cd7c07107d8a2b35,speed_scale,True,True,True,False,1.0,1.0,0.0,1.0,6.387472801979476,2.1899483555213672,1.3471237712566388,0.0,1.0706232713826462,0.1152466355811324,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.081770896911621,,1.0,,0.8571428571428571,
198a80bb72b2578f,9b284f28ad727b43,brake_onset_shift,True,True,True,False,1.0,1.0,0.0,1.0,3.779389693819131,1.189782415375905,0.9667410470644986,0.03297028488422393,0.9736796305122171,0.11582586765630556,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0656819343566895,,1.0,,0.712434224104699,
198a80bb72b2578f,244f35e1e86d10f9,brake_onset_shift,True,True,True,False,1.0,1.0,0.0,1.0,4.2343200008802455,1.3729832744324482,1.0778686524516987,0.4227580830977322,1.4339274352008493,0.11582586765630556,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0773026943206787,,1.0,,0.7380052222370936,
198a80bb72b2578f,e1e1215612b190f3,terminal_progress_shift,True,True,True,False,1.0,1.0,0.0,1.0,5.051415992086064,1.5642374962862533,1.4973365234122893,0.0,1.7497140434160843,0.11436782775616655,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.045647144317627,,1.0,,0.7839330484135638,
198a80bb72b2578f,0043c45b2851c85b,terminal_progress_shift,True,True,True,False,1.0,1.0,0.0,1.0,6.573536631829447,2.363799842944756,1.1700993385404903,0.0,0.8125773728411172,0.11736439550017633,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.094644784927368,,1.0,,0.8571428571428571,
198a80bb72b2578f,1fbe689df587d071,curvature_scale,True,True,True,False,1.0,1.0,0.0,1.0,5.85794197126605,1.8103228798651225,1.2182154262210876,0.0,0.973679685847715,0.10424327785409056,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0665817260742188,,1.0,,0.8292667489545755,
198a80bb72b2578f,24404f4c3a6b4f83,curvature_scale,True,True,True,False,1.0,1.0,0.0,1.0,5.741971965165907,2.207839892086424,1.2182149783938216,0.0,0.973679503243272,0.12740845875316326,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,2.0867440700531006,,1.0,,0.8227482366387932,
198a80bb72b2578f,79ea4828d618687e,turn_inner_outer_offset,False,True,False,False,,,,,,,1.2149712880651595,0.0,0.978538932108777,0.5915768076642822,,,,,,,,,,,,,,,,,,,,
198a80bb72b2578f,561a07b617c82948,turn_inner_outer_offset,False,True,False,False,,,,,,,1.213555247370631,0.0,0.9700037573003499,0.7317624142631898,,,,,,,,,,,,,,,,,,,,
1a3c369459735f47,9c828fbda8cab458,anchor,True,True,True,False,1.0,1.0,1.0,1.0,13.227374158924054,0.36017981354379996,0.0,1.648479066036332,0.876761640657783,0.0026876491653260743,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.528752326965332,,1.0,,1.0,
1a3c369459735f47,1ce819c0590762dc,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,13.208064196406603,0.4239986391378493,0.0,1.6444938984762256,0.8919828399295326,0.059720069297850245,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.923588514328003,,1.0,,1.0,
1a3c369459735f47,0f63074895bfc20f,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,13.219889764458049,0.35168839055770373,0.0,1.6479058179379482,0.8856264785648111,0.032534342409821275,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.741563558578491,,1.0,,1.0,
1a3c369459735f47,9254564429b22af6,lateral_terminal_offset,True,True,True,False,0.0,1.0,1.0,1.0,13.231501478558481,0.5821304516666581,0.0,1.6462065887915802,0.8654399230467771,0.027835416487894792,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.3226277828216553,,1.0,,0.0,
1a3c369459735f47,858db3944e513e87,lateral_terminal_offset,True,True,True,False,0.0,1.0,0.0,1.0,13.231300635427033,0.9172817853476688,0.0,1.6410958871104215,0.8516524228005,0.04913225280304089,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.1153013706207275,,1.0,,0.0,
1a3c369459735f47,bfaf266b41b82ab6,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,11.800889886526857,0.3605053510695487,0.0,1.318683619578044,0.7013088830306664,0.0026276107810930863,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.548492670059204,,1.0,,1.0,
1a3c369459735f47,c5c425f0ecfc509a,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,12.514142547061361,0.3603478701570864,0.0,1.4835699420245092,0.7894977244902321,0.0026276107000111435,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.538998603820801,,1.0,,1.0,
1a3c369459735f47,a9d1ade2efcd67a5,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,13.940668262335183,0.3600669315961803,0.0,1.8134894248854714,0.9644821662268601,0.0026271671267626474,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.5358266830444336,,1.0,,1.0,
1a3c369459735f47,2020e8c5e820b286,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,11.663600677827215,0.36016735428240954,0.0,2.295436485382357,1.4030736068762444,0.0026276108699122037,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.53800892829895,,1.0,,1.0,
1a3c369459735f47,de4353e6a4dea3fb,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,12.262510533701448,0.36017998464702716,0.0,1.648479066036332,1.1063904685940953,0.0026276108699122037,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.5287399291992188,,1.0,,1.0,
1a3c369459735f47,99cb86c7659ad0c1,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,12.431544672402243,0.3601467287749505,0.0285819586532714,1.8359657091614237,1.0645060891380531,0.002627610857107722,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.545011043548584,,1.0,,1.0,
1a3c369459735f47,896207eb62b6ee41,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,14.023236293619565,0.36024088865542364,0.0,1.5408696176735148,0.7184857116801773,0.002627533465026123,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.5322113037109375,,1.0,,1.0,
1a3c369459735f47,b93bf8ab24333791,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,13.227816703324212,0.36169254990917504,0.0,1.6484765523796687,0.8767906906661143,0.0024188856742503634,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.5073049068450928,,1.0,,1.0,
1a3c369459735f47,5baef795b9290021,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,13.227365289979957,0.3592407992358643,0.0,1.6484776659367997,0.8767786267399753,0.0029564136255976377,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.536458730697632,,1.0,,1.0,
1a3c369459735f47,4d46ef70ae3b13e5,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,13.219744347326557,0.3529507513150959,0.0,1.6478379791264999,0.886164290661144,0.021373774195790993,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.7058470249176025,,1.0,,1.0,
1a3c369459735f47,3ff5697831d6b229,turn_inner_outer_offset,True,True,True,False,0.0,1.0,1.0,1.0,13.231283432714307,0.5896674466903319,0.0,1.6469713795082157,0.8692459399655608,0.018804146836748373,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,3.3584725856781006,,1.0,,0.0,
1bb24d1845415748,fc2a325c85d7f482,anchor,True,True,True,False,1.0,1.0,0.0,1.0,15.907265718467032,1.2242419469697188,0.3891968773509831,0.38097197770045277,0.6003097928182726,0.05986293045990512,0.34146341463414637,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.842428207397461,,1.0,,0.7249910628030015,
1bb24d1845415748,d515d931749ef66a,lateral_terminal_offset,True,True,True,False,1.0,1.0,0.0,1.0,15.833435055790604,1.9165861840042493,0.41706648045435557,0.3396392534106063,0.59977369598937,0.057020406409033754,0.36585365853658536,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.842428207397461,,1.0,,0.7239468079601511,
1bb24d1845415748,600b7808fae9b4be,lateral_terminal_offset,True,True,True,False,1.0,1.0,0.0,1.0,15.82074631234572,1.7368832659703655,0.4022187187736481,0.35930868873774546,0.5993524624384747,0.06007104956528109,0.36585365853658536,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.842428207397461,,1.0,,0.7237673394126443,
1bb24d1845415748,caba60d4c1992d1b,lateral_terminal_offset,True,True,True,False,1.0,1.0,0.0,1.0,15.749355807145188,1.424021580961879,0.37800959042604276,0.40464957589715134,0.6026264919375137,0.06632417099912774,0.36585365853658536,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.842428207397461,,1.0,,0.7227575979571743,
1bb24d1845415748,a6c120f1a39b6b45,lateral_terminal_offset,True,True,True,False,1.0,1.0,0.0,1.0,15.708822162267486,1.2888518353274676,0.3686694463774671,0.43037151903994175,0.6062624860055905,0.0706009220528941,0.34146341463414637,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.842428207397461,,1.0,,0.7221842934055489,
